nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no
0.66634035,0.54175615,0.5673907,0.6439628,0.58577335,0.58636075,0.6089135,0.50905865,0.70978606,0.7208429,0.6108672,0.5857822,0.646552,0.42894533,0.6441604,0.968064,0.7239232,0.20833425,0.99979645,0.31052738,0.16229445,0.983442,0.8542791,0.091246486,0.99784154,0.906697,0.06739392,0.98574257,0.9135855,0.21152611,0.9832356,0.92451847,0.11300862,1.1951696,0.3422917,0.025900934,1.0483513,0.24856883,0.031014929,0.9891503,0.9830146,0.1000564,0.8637931,0.49502116,0.008881439,0.995271,0.97747666,0.08363068,1.2094564,0.55364203,0.010931949,0
0.66637605,0.5426422,0.54055595,0.64465374,0.586871,0.5644706,0.6082185,0.5088245,0.70091116,0.7205665,0.6104898,0.57852644,0.6478465,0.4266716,0.6491718,0.97430235,0.7140539,0.2242103,0.9989144,0.33052352,0.20179632,0.97972375,0.83900833,0.09414807,0.9966144,0.9161692,0.070875876,0.9873286,0.91412884,0.19668104,0.98464054,0.9247752,0.11465383,1.1981302,0.34185633,0.029125059,1.0444802,0.23297983,0.03574845,0.9893237,0.9828672,0.09565245,0.8628822,0.49276617,0.01080263,0.9946811,0.92343223,0.06508957,1.2059183,0.5389839,0.014059383,0
0.68236303,0.5756327,0.41615954,0.653755,0.6234287,0.55243987,0.6156669,0.54570675,0.5824,0.7193813,0.6474895,0.5773103,0.63675857,0.46111822,0.6310824,0.9913986,0.7118939,0.3097358,0.9739363,0.35412177,0.23523915,0.976964,0.84042084,0.093790896,1.019151,0.23370554,0.047718894,0.98631454,0.9141819,0.17294696,1.0167481,0.23395322,0.057858195,1.1958479,0.3838495,0.028620744,1.0389624,0.25935107,0.033220544,0.96915203,0.9822631,0.118074946,0.99072236,0.3610432,0.086293355,0.9919463,0.92259526,0.056467775,1.1749249,0.57378066,0.014588007,0
0.68280125,0.5765711,0.3690061,0.6549118,0.6240906,0.5166093,0.6156942,0.5465964,0.5620673,0.71507907,0.6486704,0.5530943,0.63351256,0.4618895,0.57788527,0.9912846,0.7114486,0.28707603,0.97323936,0.35067052,0.26611745,0.96828955,0.82935596,0.07652175,1.0099211,0.25867912,0.051610723,0.98634845,0.9165657,0.17263426,0.99532217,0.27297243,0.065472804,1.1980162,0.38412052,0.027380565,1.0399874,0.26213923,0.027053377,0.98696285,0.98221517,0.15228692,0.9892364,0.357055,0.084917195,0.9951215,0.97835594,0.08962339,1.2104369,0.5744404,0.009607678,0
0.68538404,0.5762217,0.43555164,0.65685296,0.6231533,0.5686779,0.6182928,0.5458031,0.5428107,0.71753097,0.64646214,0.57339984,0.63621044,0.46150538,0.60772955,0.9911607,0.7020031,0.28607994,0.97136617,0.3669429,0.24961275,0.9563847,0.8117914,0.07022164,1.0105397,0.27361232,0.061668273,0.98579144,0.91445106,0.18080306,0.99146175,0.28941765,0.057907812,1.1964092,0.38711175,0.025123639,1.0405718,0.26318908,0.020713558,0.98619944,0.98193276,0.13625872,0.99116904,0.36117154,0.10956897,0.9927302,0.9226415,0.07144221,1.1738801,0.57474136,0.015017871,0
0.6834007,0.57663554,0.39818463,0.6553581,0.62296665,0.5794213,0.61758584,0.5465527,0.5916575,0.7160364,0.6444616,0.56028557,0.6329307,0.45985657,0.5830575,0.9937198,0.70033497,0.23970509,0.9735794,0.35444292,0.21973912,0.9699083,0.8438814,0.07440099,1.009617,0.26947945,0.04559822,0.98471093,0.91702884,0.15322556,0.99600095,0.27358413,0.048787087,1.1967072,0.38410872,0.028192742,1.0389881,0.2554611,0.03921076,0.9849462,0.9817383,0.13297951,0.99053454,0.37398362,0.081714116,0.99170536,0.9249169,0.06834016,1.203425,0.5914633,0.012843769,0
0.6852395,0.5762981,0.42241126,0.65725905,0.6223295,0.5907431,0.6176725,0.54589516,0.58578366,0.719579,0.6421934,0.5279275,0.63701385,0.45977622,0.593024,0.9892042,0.70115286,0.2772763,0.97301024,0.35323295,0.259507,0.9555902,0.8101765,0.072351284,1.0081989,0.27132884,0.051741373,0.9864695,0.9126071,0.17905003,0.9930222,0.28481868,0.06255845,1.2002335,0.38516927,0.026952455,1.0396696,0.27253935,0.04321411,0.98770803,0.9826346,0.112620585,0.99138,0.359548,0.10415863,0.99335575,0.91856855,0.06008646,1.1740503,0.57593036,0.014308939,0
0.6868064,0.57688487,0.4471605,0.65766543,0.6236185,0.56139207,0.6195485,0.54593915,0.56487685,0.7155664,0.64325655,0.52770025,0.6351967,0.4565525,0.55035174,0.9942167,0.6982691,0.25467172,0.9751881,0.35330635,0.24091475,0.9498314,0.8121373,0.06695817,1.0007142,0.2936819,0.0456924,0.98397976,0.9163148,0.17258729,0.991882,0.29163823,0.05858097,1.1959065,0.3844261,0.02877761,1.0388047,0.25860932,0.033131704,0.9873393,0.98215675,0.15694873,0.99110264,0.3732859,0.10260431,0.99156016,0.9258403,0.0717377,1.2064215,0.5896594,0.012202464,0
0.6871385,0.5755113,0.49127972,0.6586056,0.6225285,0.57916427,0.6193209,0.5456746,0.5751859,0.72263056,0.645286,0.57040787,0.6414926,0.45967096,0.6470827,0.9938519,0.71010405,0.25437564,0.977534,0.36790445,0.21850498,0.9720133,0.8259372,0.08178205,1.011894,0.26997948,0.04037544,0.9670641,0.82947046,0.14727782,0.99681395,0.2910439,0.048901882,1.1953136,0.38539445,0.02582574,1.0257725,0.24104014,0.038773257,0.99373394,0.9805153,0.08157701,0.9952131,0.37782437,0.0846685,0.99893665,0.9243652,0.06745564,1.1949023,0.59113806,0.016910395,0
0.6930907,0.5768717,0.52695036,0.6601364,0.6279388,0.40494275,0.6235959,0.5471714,0.49946555,0.72078276,0.6526813,0.59114796,0.64397377,0.46348894,0.60312766,0.99324375,0.7111641,0.22202714,0.9887695,0.35315746,0.2398008,0.98071843,0.82080895,0.06177877,1.0109426,0.26469266,0.058177248,0.97207767,0.8275848,0.094659396,1.0035678,0.2645874,0.08740712,1.2098379,0.4453887,0.012294403,1.1467719,0.30015084,0.047917712,0.99471354,0.69581985,0.026297811,0.997799,0.37435538,0.08450865,1.2049483,0.7327939,0.009788451,1.203252,0.59028447,0.013941046,0
