nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no
0.5151774,0.49603766,0.6228805,0.43002844,0.55498725,0.7651484,0.44244838,0.43626124,0.6202337,0.4817711,0.62595975,0.68344843,0.51428264,0.3675233,0.67516,0.8501463,0.8063768,0.61809295,0.92027205,0.27038825,0.6173322,0.93840986,0.86900234,0.014873064,0.6693813,0.08418024,0.012290196,0.9778504,0.72057426,0.028194394,0.47154936,0.37348214,0.037191357,1.0079349,0.89187634,0.08033659,1.1142435,0.31129745,0.016722728,0.99944276,0.98571366,0.055670302,0.95168096,0.27001798,0.13124774,0.5998005,0.5843243,0.022881912,0.5025645,0.55475384,0.043722104,0
0.5154945,0.4957478,0.64277023,0.42997405,0.55493385,0.7676528,0.44199336,0.4377429,0.6739645,0.48217848,0.6271454,0.69605243,0.5105722,0.3691002,0.6703081,0.85364604,0.80926657,0.53939486,0.92047143,0.2710614,0.5786737,0.93898845,0.8646554,0.017195644,0.6604256,0.083655156,0.013285134,0.97879195,0.7092675,0.032862972,0.46989563,0.37503526,0.03545301,1.0070302,0.8760097,0.08709143,1.1100796,0.3119168,0.02361213,0.8729394,0.8240937,0.04530636,0.9505439,0.27219045,0.16478409,0.6289739,0.599733,0.017428426,0.500642,0.5550175,0.04053896,0
0.51505685,0.5047073,0.6924044,0.42936075,0.56351596,0.51731,0.44159794,0.4459413,0.7394619,0.47917035,0.6352424,0.6155142,0.51229614,0.37594536,0.7100359,0.85311764,0.8082481,0.59647816,0.91512036,0.2681409,0.5604781,0.9601466,0.8722745,0.018765282,0.6639994,0.09694474,0.008778026,0.810574,0.7248919,0.007086034,0.60456437,0.20547076,0.0056936387,1.0106133,0.891309,0.077260725,1.089631,0.30777332,0.015738677,0.87581116,0.8223286,0.038452987,0.9546277,0.26936236,0.108404756,0.65871376,0.6006673,0.024408478,0.6503957,0.5771483,0.015078257,0
0.5168769,0.5052421,0.67553896,0.43083456,0.5638428,0.52597064,0.4421445,0.44631553,0.74652,0.47898078,0.63426065,0.59038675,0.51022863,0.37673217,0.72260016,0.85448575,0.8155784,0.62411815,0.91490084,0.26831308,0.54486614,0.9786522,0.89702505,0.024227824,0.6765086,0.0986606,0.012380293,0.82242304,0.72441566,0.008644693,0.117215715,0.5118907,0.08985613,1.0064942,0.87736994,0.08708946,1.0794176,0.29649362,0.025950208,0.8751853,0.8259424,0.035714105,0.9362631,0.26517588,0.1430581,0.6583314,0.60157067,0.024846978,0.65144795,0.5880588,0.01392277,0
0.5164781,0.5047759,0.6705994,0.43147147,0.5627274,0.5085972,0.4422494,0.44559205,0.773436,0.48005664,0.63338536,0.54336846,0.50878257,0.3764803,0.69967383,0.85188395,0.8089113,0.5873568,0.917363,0.2692731,0.5867919,0.9565096,0.8714989,0.01913419,0.66737074,0.09967123,0.01030352,0.8066036,0.713349,0.008860435,0.117344856,0.51299185,0.09475983,1.0087438,0.86364055,0.075475916,1.0902063,0.307311,0.014803853,0.8731628,0.8229613,0.037336193,0.94985384,0.26952097,0.13745242,0.65385836,0.58883625,0.0298863,0.64933044,0.5877773,0.011139926,0
0.5185153,0.50481486,0.66228783,0.4328945,0.5620956,0.5466328,0.44593135,0.4466396,0.83796287,0.48151422,0.63295674,0.51274127,0.5109437,0.37690645,0.73497105,0.8529143,0.808277,0.59506446,0.91934633,0.26646146,0.5755408,0.97800475,0.89311236,0.025270365,0.99365187,0.17758182,0.057919845,0.97380114,0.7108659,0.040679924,0.45457637,0.37793693,0.038744576,1.0089574,0.8768549,0.08007959,1.1070906,0.29781908,0.020095201,0.8750947,0.8219731,0.036624048,0.9547178,0.26766896,0.119858816,0.658266,0.600698,0.025361268,0.6470577,0.5772275,0.016874656,0
0.5213435,0.5052236,0.66279227,0.43329346,0.56204003,0.58044827,0.44565153,0.44700608,0.8327969,0.48089278,0.63257426,0.7104436,0.5121123,0.37771317,0.7159558,0.84946346,0.80697995,0.64405996,0.9170781,0.26938504,0.58779275,0.95917743,0.8775515,0.016167216,0.66149205,0.105677664,0.009540523,0.80593747,0.7231416,0.0070505138,0.11800697,0.51557565,0.08121176,1.0141217,0.88945943,0.06030098,1.0865519,0.2960228,0.015261887,0.8748382,0.82334113,0.025909422,0.9509609,0.2685078,0.12140655,0.6548972,0.58807737,0.027170043,0.6525758,0.5869521,0.010533613,0
0.5170383,0.50482565,0.6617022,0.43406415,0.5616081,0.58814704,0.44468483,0.4459575,0.8453812,0.48259342,0.63185245,0.6699629,0.5111806,0.3769996,0.72173303,0.85121703,0.8081576,0.59513485,0.9175479,0.26870662,0.57529575,0.9358217,0.8671765,0.015498076,0.6344331,0.09083328,0.025975429,0.809858,0.724681,0.0072664167,0.47131684,0.38216347,0.035980735,1.0091909,0.89063066,0.08165453,1.0895699,0.30876648,0.015491331,0.87181133,0.8227518,0.033999924,0.9496992,0.26881608,0.1353711,0.6589847,0.6026303,0.024720231,0.64815927,0.57714844,0.016244479,0
0.52156025,0.50461364,0.63723904,0.43448195,0.56182575,0.60557884,0.44698206,0.44435883,0.86366355,0.48206893,0.6315755,0.7459763,0.5133409,0.37721425,0.72221166,0.85456496,0.8075831,0.6070975,0.9175299,0.2667436,0.58615196,0.9380351,0.8659503,0.015766399,0.6507222,0.0954861,0.012095581,0.81072146,0.72463393,0.0075153876,0.47108582,0.38046005,0.041150622,1.0247377,0.88115335,0.06487987,1.1083841,0.29801238,0.021396352,0.8760112,0.8227334,0.03307902,0.95447844,0.26190752,0.11005544,0.65798664,0.6007467,0.022576986,0.65178317,0.5883736,0.010665736,0
0.5216429,0.50462216,0.6584506,0.43551293,0.5607893,0.6045296,0.44540334,0.44564676,0.8461688,0.48296508,0.62873834,0.76031464,0.5131343,0.3766447,0.6925984,0.85226464,0.8084802,0.5676799,0.9156154,0.27014792,0.5427079,0.93697745,0.87029076,0.015735751,0.64970213,0.09636553,0.01055498,0.8069059,0.72231627,0.007438787,0.47109672,0.38026318,0.039894167,1.0080389,0.89345676,0.08542848,1.1140907,0.30904624,0.017519208,0.99325675,0.98357695,0.06945898,0.95077986,0.26845002,0.10757051,0.5995094,0.60034865,0.01817284,0.50586534,0.56637067,0.039115585,0
0.5203528,0.50477076,0.62390006,0.43373373,0.5610352,0.56711584,0.44456685,0.4445141,0.83616567,0.482192,0.63054734,0.7501729,0.51262665,0.37641692,0.6880897,0.850306,0.8053092,0.6336769,0.9181165,0.26842222,0.5646304,0.93667555,0.86942506,0.013148975,0.99468446,0.1749293,0.07497783,0.8060269,0.7223373,0.006941425,0.4711372,0.3799897,0.04311529,1.0118432,0.8912102,0.067498125,1.113908,0.3109621,0.017588481,1.0051951,0.985457,0.050970726,0.9528096,0.26941758,0.11960658,0.5985033,0.5869888,0.024257451,0.5043536,0.5656429,0.03892545,0
0.5232188,0.502536,0.6531615,0.435022,0.55919313,0.6653569,0.44602302,0.44268733,0.84959674,0.47858346,0.62771297,0.7138887,0.51206714,0.37538752,0.69077575,0.8467927,0.8095442,0.6319567,0.91767865,0.2662763,0.5705092,0.94071144,0.865018,0.01622942,0.64865893,0.09594923,0.01192353,0.9722528,0.71053344,0.032440268,0.47000483,0.3776203,0.040605947,1.0106617,0.86380595,0.067704596,1.114046,0.3102532,0.017304199,0.8712809,0.8221888,0.03933989,0.9537731,0.26801893,0.1233299,0.6326714,0.60031307,0.018651122,0.5034842,0.5643825,0.033144474,0
0.5226049,0.5028545,0.65821075,0.43551925,0.5596575,0.6603526,0.44588903,0.44354,0.85509086,0.48130962,0.6284508,0.7427429,0.5118478,0.37634978,0.6910322,0.8505178,0.809607,0.5833639,0.91543007,0.27031425,0.5528695,0.9380161,0.86605203,0.015343433,0.6152673,0.056579787,0.036151964,0.80678624,0.72518873,0.007773111,0.45625973,0.37976235,0.038824573,1.0126295,0.88852996,0.0795077,1.111931,0.3101847,0.019641966,0.87354136,0.8236531,0.034162737,0.95199543,0.26998997,0.116182536,0.6319328,0.5992565,0.022213442,0.6612225,0.54321957,0.026551135,0
